id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7670764,Private bedroom + Bathroom!,25553658,Gauri,,"Union Station, Stanton Park, Kingman Park",38.90486506,-77.00042178,Private room,56,4,1,8/12/15,0.57,1,35
8513713,Private Cozy Room in DC Rowhouse,9949856,Jacob & Sara,,"Union Station, Stanton Park, Kingman Park",38.89744736,-76.9941946,Private room,105,1,0,,,2,0
7382997,Gem Rowhouse in Capitol Hill,11981323,Sandeep,,"Union Station, Stanton Park, Kingman Park",38.89612921,-76.99854406,Entire home/apt,245,7,0,,,1,52
2263105,Comfortable 1BR on Capitol Hill ,11273927,Vanessa,,"Union Station, Stanton Park, Kingman Park",38.89632079,-76.98802567,Entire home/apt,95,2,98,9/29/15,4.93,1,295
107801,Heart of D.C. near Union Station!!,445901,DeeDee,,"Union Station, Stanton Park, Kingman Park",38.89768487,-76.9711253,Entire home/apt,140,2,6,8/29/15,0.51,1,149
5111311,Capitol Hill #2 room/private bath,3936592,Mary,,"Union Station, Stanton Park, Kingman Park",38.8993603,-76.98650323,Private room,75,2,17,9/28/15,4.4,2,345
4805609,Capitol Hill & H St. HUGE Room!!!!!,8074527,Ryan & Elizabeth,,"Union Station, Stanton Park, Kingman Park",38.89724881,-76.98567428,Private room,79,6,8,8/22/15,0.89,3,294
5867727,Modern open layout 1 bed apartment,26120471,,,"Union Station, Stanton Park, Kingman Park",38.90594503,-77.0045743,Entire home/apt,115,2,15,9/14/15,2.59,1,157
7602161,Charming Capitol Hill Row House,15472624,John,,"Union Station, Stanton Park, Kingman Park",38.89326072,-76.99140714,Entire home/apt,225,1,0,,,1,40
618497,Premium Capitol Hill Apt with WiFi,3064159,Monica,,"Union Station, Stanton Park, Kingman Park",38.89310742,-76.99664434,Private room,229,3,0,,,1,277
2460367,Pilgrims Guest Quarters 2Br Apt,8160186,"Steve, Tracy, Alan And Paul",,"Union Station, Stanton Park, Kingman Park",38.90064239,-76.99729599,Entire home/apt,250,3,10,9/21/15,0.72,41,364
8293644,Row House in NoMa Neighborhood,43729287,Emily,,"Union Station, Stanton Park, Kingman Park",38.90580969,-76.99837951,Private room,40,4,0,,,1,18
3975893,Rowhome on K St,3963717,Isis,,"Union Station, Stanton Park, Kingman Park",38.90254747,-76.99394211,Entire home/apt,150,3,6,6/29/15,0.57,1,335
6935575,Beautiful Modern 1-Bedroom Apt,121575,Bridget,,"Union Station, Stanton Park, Kingman Park",38.90109104,-76.99858129,Entire home/apt,129,2,8,9/30/15,2.89,1,346
1515971,Urban luxury in trendy corridor,8063665,Bryce,,"Union Station, Stanton Park, Kingman Park",38.9042645,-76.99668499,Entire home/apt,225,2,16,7/5/15,0.65,1,300
8444659,LOCATION! LOCATION! & LUXURY!,4280278,Sara,,"Union Station, Stanton Park, Kingman Park",38.89750694,-77.00041874,Entire home/apt,300,2,0,,,4,360
7217535,"Homey, Spacious 1-Bedroom Apartment",37785672,Elsie Christina,,"Union Station, Stanton Park, Kingman Park",38.89494416,-76.97849153,Entire home/apt,95,1,1,7/28/15,0.44,1,22
5903003,Classic English Basement near H St.,29367770,Audrey,,"Union Station, Stanton Park, Kingman Park",38.90519615,-76.99643176,Entire home/apt,125,3,23,9/18/15,4.76,1,62
8688286,Capitol Hill 2b/1ba. Great Roofdeck,31167702,Cecilia,,"Union Station, Stanton Park, Kingman Park",38.90506715,-76.99643452,Entire home/apt,185,3,0,,,3,29
4968471,Perfect for the Budget Traveler!,377015,Rachel,,"Union Station, Stanton Park, Kingman Park",38.89800726,-77.0011273,Shared room,90,2,18,8/31/15,3.35,1,32
3158019,Sunny Capitol Hill Row House,14262614,Lindsey,,"Union Station, Stanton Park, Kingman Park",38.89889771,-76.99933437,Entire home/apt,198,1,1,9/26/15,1,2,332
3542880,Union Station/Capitol Hill Flat,17834891,Alison,,"Union Station, Stanton Park, Kingman Park",38.89425349,-76.99982262,Entire home/apt,120,2,75,9/17/15,5.24,1,289
697246,1 Bdr in Atlas District Row House,3571866,Mary,,"Union Station, Stanton Park, Kingman Park",38.90021055,-76.99084998,Private room,150,3,10,9/6/15,0.27,1,349
1401064,Capitol Hill 3bed/2.5baths +Parking,6979123,Vernon And Ashley,,"Union Station, Stanton Park, Kingman Park",38.89922885,-76.9969856,Entire home/apt,260,3,38,10/1/15,1.56,1,227
3585461,Beautiful Sunroom right on U Street,16305354,Philip,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91837135,-77.04011253,Private room,99,1,18,8/15/15,1.25,1,362
8667309,Private room in Adams Morgan,26806780,Michael,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92574745,-77.04110738,Private room,140,1,0,,,1,365
6465684,"Modern Apartment, Hip Adams Morgan",1515440,Beth,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9221704,-77.04270473,Private room,99,1,11,9/28/15,2.73,2,348
8456436,Artistic haven in DC,3152231,Maryanne,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92479827,-77.04040859,Private room,75,1,2,9/29/15,2,1,352
6723515,Studio Condo unit in Adams Morgan,35098837,Remi,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92238867,-77.04423251,Entire home/apt,100,2,1,7/28/15,0.44,1,345
2665469,Sunny Suite in the Heart of DC,13642379,Stephen,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92283175,-77.04222902,Private room,150,1,1,9/17/14,0.08,2,365
470501,"Taft Bridge Inn, Dupont Circle",2334290,Taft Bridge Inn,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91862702,-77.04583986,Private room,89,1,35,8/8/15,1.11,4,244
5955389,Central new condo with parking spot,14692970,P,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92635515,-77.04201559,Entire home/apt,115,4,6,9/28/15,1.15,7,339
4519835,Cozy Condo Nestled in Vibrant DC,14545864,Shayla,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91979632,-77.04517419,Entire home/apt,165,1,21,10/1/15,1.99,1,321
4676139,Spacious apt in amazing location!,5472462,Chris,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92565883,-77.04383102,Entire home/apt,108,1,4,9/28/15,0.58,1,281
2465623,Nice apt Adams Morgan area DC!!,10569373,Mayra,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92227449,-77.04049851,Entire home/apt,165,3,3,8/25/14,0.17,5,124
6389926,Super comfy couch in Adams Morgan,10216396,Juan,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91961604,-77.03969063,Shared room,45,1,8,6/26/15,1.7,2,91
7731695,Dupont Adams Morgan Comfy Gem,40629622,Kenneth,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91594616,-77.04396749,Entire home/apt,119,1,0,,,4,346
7240396,Ecclectic Apt. Seeks Fab Renters!,25881591,Faith,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92079519,-77.04546882,Entire home/apt,85,1,0,,,1,61
5146779,Studio in heart of Dupont Circle,26610431,Shen,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91187938,-77.04923251,Entire home/apt,93,6,3,5/9/15,0.43,1,225
3111977,Adams Morgan Gem! Spacious Studio,15309832,Oxana,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91777138,-77.04563017,Entire home/apt,108,2,30,3/21/15,2.01,1,153
6277334,Enjoy DC's premier neighborhood!,18220671,Kelly,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91733491,-77.04214015,Entire home/apt,126,1,26,9/26/15,6.34,3,324
8399067,Charming Mt Pleasant Row House,16305092,Aaron & Sara,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92767285,-77.04358321,Private room,75,1,0,,,1,344
3167626,Gorgeous studio_U st/Columb Heights,1532109,Carmine,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92450808,-77.03744959,Entire home/apt,100,2,9,9/6/15,0.64,1,335
8201028,Cozy Studio in Adams Morgan,3967518,Sonia,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92532695,-77.04400482,Entire home/apt,82,1,2,9/23/15,2,1,56
4967210,1 BDRM in Updated AdMo Home,24598536,Brad,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92396511,-77.03950968,Private room,100,1,5,6/26/15,0.59,1,13
4385621,Downtown (Adam Morgan/Dupont),22768098,Laurie,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91825224,-77.04283465,Entire home/apt,110,3,1,12/9/14,0.1,1,317
1198461,"DuPont Place 9 - Metro, kitchenette",17633,Charlotte,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91616664,-77.04409183,Entire home/apt,149,4,34,9/21/15,1.45,29,320
7997956,Condo w/ patio in the heart of DC,9688330,Maxim,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92001946,-77.04790455,Entire home/apt,149,1,3,9/21/15,3,1,0
7293467,Large Prvt Bed/Bath in Adams Morgan,12423710,Ryan,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9235132,-77.04405266,Private room,125,1,0,,,1,0
5270621,600 sq ft 1 Bedroom Fully Furnished,25102993,Victoria,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92134314,-77.04620901,Entire home/apt,105,1,15,9/25/15,2.2,1,331
8407608,Cozy DuPont,44203219,Hayk,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91638272,-77.0479709,Entire home/apt,91,1,0,,,3,69
7580779,Dupont Adams Morgan Precious Pearl,28011820,Marcy,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91615933,-77.04322086,Entire home/apt,209,1,1,8/25/15,0.75,6,339
60557,Great view apt in Dupont,157188,Chaska,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91685149,-77.04927981,Entire home/apt,200,7,0,,,1,365
4604357,"Elegant, Affordable Urban Luxury",23859573,Gary,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92287342,-77.04668627,Entire home/apt,124,2,37,9/26/15,3.83,1,310
690877,Modern Luxury in the Heart of DC!,3038817,Rodrigo,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92508195,-77.03738739,Private room,99,2,80,9/1/15,2.44,1,347
3009435,"In a Great, Central Neighborhood!",5621792,Vanessa,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91609021,-77.04772299,Private room,109,2,19,6/9/15,1.5,2,226
7637915,2BR/BA Close to Everything! + Metro,40046641,Suite,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92273665,-77.04789526,Entire home/apt,149,1,2,9/14/15,2,8,342
4033472,Hip Studio In Adams Morgan,7499831,Robert,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92070148,-77.04439979,Entire home/apt,146,1,33,8/16/15,2.83,1,335
3230666,Modern 2BD in Great Location,479297,Susan,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92402354,-77.03942718,Entire home/apt,190,2,35,9/21/15,2.37,1,147
6200586,Centrally Located Charming 1BD,9590573,Miisha,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91656356,-77.04266695,Entire home/apt,145,3,6,7/24/15,1.21,1,71
2739243,Beautiful 2 bdr in Adams Morgan,14016898,Christian,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92449795,-77.03868718,Entire home/apt,185,6,8,4/23/15,0.45,1,26
4025393,"Spacious, Sunny 1BR near Metro &Zoo",621656,Bheeshm,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92218664,-77.04586684,Entire home/apt,140,1,10,8/12/15,0.78,1,279
5680210,Large Master Bedroom + Bath,25914411,Jenny,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92409372,-77.03666444,Entire home/apt,130,2,1,4/22/15,0.18,3,204
3533920,1BR in Adams Morgan Near Metro,17792311,Chris & Jennifer,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92416294,-77.04665025,Entire home/apt,149,14,17,3/7/15,1.32,1,0
108807,Adams Morgan private space,562867,Gail,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92447461,-77.03971566,Private room,85,1,248,10/1/15,4.64,1,322
6066251,Prime Kalorama / Dupont Circle Home,9774582,Michael,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91250479,-77.0488059,Entire home/apt,160,2,16,9/21/15,2.98,1,312
7161475,Dupont/Adams Morgan 1 bedroom,37505327,Etai,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91896956,-77.04496469,Entire home/apt,99,1,3,9/21/15,2.05,1,6
6018758,"1 bedroom, Adams Morgan apartment",8024180,Yabi,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92546227,-77.04089964,Entire home/apt,117,1,3,6/15/15,0.64,1,323
8337362,Cozy Apartment in Adams Morgan DC!,10569373,Mayra,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92235725,-77.04053842,Entire home/apt,100,5,1,9/21/15,1,5,314
8206306,New studio in Adams Morgan,14692970,P,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92501539,-77.04079136,Entire home/apt,93,4,0,,,7,188
4060155,Historic DC Rowhouse Suite w Bath,21057985,Will,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91868977,-77.0384324,Private room,107,1,16,8/7/15,1.38,1,259
2119657,"Xlarge 1 BR apt in Adams Morgan, DC",10808381,Ambrose,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92403327,-77.03661314,Entire home/apt,150,2,22,9/24/15,1.11,1,173
7714816,Dupont Adams Morgan Idyllic Glow,39742620,Arlene,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91642422,-77.04249223,Entire home/apt,129,1,0,,,4,343
4356141,Cozy studio in the  hearth of DC,22611853,Giuseppe,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91197109,-77.04853504,Entire home/apt,95,2,20,9/18/15,1.9,1,318
4339760,Beautiful APT IN ADAMS MORGAN AREA!,10569373,Mayra,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92123595,-77.04038023,Entire home/apt,140,3,4,8/13/15,0.44,5,212
8313137,Private suite with bath and loft,43829332,Jon & Rich,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92230477,-77.04094555,Private room,125,1,1,9/24/15,1,1,87
5806398,Adams Morgan Studio,16290000,Pommella,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9170473,-77.04432724,Entire home/apt,100,1,8,7/25/15,1.32,1,10
1030484,Dupont Circle/Embassy Row Condo,5670565,Katie,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91617092,-77.04849597,Entire home/apt,130,1,6,7/15/13,0.2,1,327
6151035,Beautiful private room/bath in DC,31907999,Aaron,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92121464,-77.04118235,Private room,60,1,0,,,1,134
4701058,1BR Sunny Condo Remodeled w/Balcony,8325201,Wendy,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92144975,-77.04506896,Entire home/apt,140,2,28,9/25/15,3.16,1,313
6108310,Unbeatable Adams Morgan Apartment,8119528,Erick,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91806854,-77.04516882,Entire home/apt,85,2,13,9/15/15,2.55,1,139
200515,Chic 1 Bdrm - Heart of Adams Morgan,113919,Adina,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92535063,-77.04075142,Entire home/apt,118,3,25,9/14/15,0.52,1,343
2324977,Large Luxury Studio in Dupont/AdMo,8494664,Quin,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91843859,-77.04080182,Entire home/apt,139,1,14,9/14/15,0.83,1,346
3644326,Studio on quiet street/ideal spot,13304305,Tara,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92018267,-77.04680684,Entire home/apt,115,2,20,9/7/15,1.45,1,277
8674236,Perfect Place in the Heart of D.C.,44862695,Erin,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92159896,-77.03938131,Entire home/apt,89,1,0,,,1,344
7578455,Dupont Adams Morgan Cherry Blossom,28011820,Marcy,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91626861,-77.04325893,Entire home/apt,189,1,1,9/15/15,1,6,346
6153179,Terrific Home in Heart of DC,12243051,Flatbook,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91631445,-77.04708206,Entire home/apt,90,3,3,8/2/15,0.84,5,0
4350950,Spacious Apt in the Heart of DC,22585279,David,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92401595,-77.03669041,Private room,70,1,1,10/19/14,0.09,1,326
353262,"View, clean, location 0.4m to metro",1789475,Luisa,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92003601,-77.04468132,Entire home/apt,80,6,1,9/8/15,1,1,25
8086537,Room in English Basement Apt,42705323,Natasha,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92606543,-77.04488075,Private room,65,1,0,,,1,33
156804,"Spacious, Sunny 1BR near Metro &Zoo",747272,Nathan,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9223446,-77.04524749,Entire home/apt,125,5,16,8/24/14,0.31,1,272
8651941,Dupont Adams Morgan Elegant Jewel,45390384,Ari,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91762126,-77.04339127,Entire home/apt,199,1,0,,,4,342
7644702,Sunny & Convenient Studio,16750453,Aditi,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92707389,-77.03793637,Entire home/apt,115,1,0,,,1,37
8268664,Charm+Balcony+Dine+Drink+Park+Metro,43598894,John,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92259954,-77.04394976,Entire home/apt,125,1,0,,,1,90
3245284,Modern 1BR 1.5 Bath Apt Historic DC,5887057,Mara,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91951078,-77.04160303,Entire home/apt,168,2,5,7/5/15,0.93,1,350
1074427,Guest Bed: Central to Conferences,4842646,Stacey,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92390421,-77.04348106,Shared room,75,2,4,11/17/14,0.14,1,365
5931303,Private oasis. Top floor w/ 2 decks,1643627,Timothy,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92224708,-77.04284136,Entire home/apt,150,2,2,5/19/15,0.41,1,152
5251410,Lovely room Adams Morgan in apt,8001845,Robin,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92210641,-77.04007543,Private room,84,2,17,8/1/15,2.46,1,356
1688139,Sunny Studio - Dupont/Adams Morgan,476581,Kelly,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92050074,-77.04704592,Entire home/apt,75,2,6,5/23/15,0.31,1,354
2818677,Cozy and Spacious Apartment,2530459,Audrey,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91895997,-77.04503132,Entire home/apt,163,2,2,7/24/15,0.79,1,72
2614015,Super Host! Beautiful Home,11392153,Zack,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92435634,-77.03963513,Private room,95,4,2,4/23/15,0.3,2,334
437132,Private Bed + Bathroom in Kalorama.,2170894,Tomas And Katri,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91926472,-77.0468853,Private room,95,2,69,9/21/15,1.66,1,348
7341856,Condo in Heart of DC,38462947,Mary,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9181549,-77.04218438,Entire home/apt,200,1,3,9/29/15,3,1,294
2344334,Comfy 1BD in the Heart of Dupont!,7167040,Christopher,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91591862,-77.04536928,Entire home/apt,150,2,18,9/20/15,0.98,1,88
4916684,Clean + Charm + Location ♡ up to 4,24599895,Genie,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92023324,-77.04280084,Entire home/apt,138,2,68,9/23/15,7.56,1,9
6686194,Vintage large 1 bdrm/Adams Morgan,19837788,Sareen,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92325758,-77.04053062,Entire home/apt,90,2,1,7/17/15,0.38,1,94
5203550,1-br in Dupont/Adams Morgan,10180365,Vladica,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91875056,-77.04559676,Entire home/apt,100,14,0,,,1,220
2459792,Convenient Studio in Dupont,1864688,Art,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91531547,-77.04661916,Entire home/apt,115,1,37,3/30/15,2.69,6,324
8133891,Unique penthouse w/rooftop,14692970,P,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92605961,-77.04052299,Entire home/apt,246,4,0,,,7,337
7579509,Dupont Adams Morgan Glamour,28011820,Marcy,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9165996,-77.04314156,Entire home/apt,199,1,0,,,6,337
1197976,"DuPont Place 2 - Metro, kitchenette",17633,Charlotte,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91683041,-77.04405909,Entire home/apt,125,4,31,9/17/15,1.14,29,338
3139499,Comfy Couch in Beautiful DC Space,15519236,Louis,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92253995,-77.03729575,Shared room,43,1,1,9/20/15,1,2,360
4188562,1 BR Adams Morgan Condo with Patio ,21729672,Kevin,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92319436,-77.0431049,Entire home/apt,139,2,6,9/22/15,0.49,1,332
5835178,Stay and Enjoy 3br Parking Sleeps 8,8008783,Cliff,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91283423,-77.04875951,Entire home/apt,550,3,8,9/30/15,1.78,27,320
3645653,Spacious Bright Room-Dupont circle,17476987,Rachida,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91307776,-77.04760551,Private room,79,5,5,6/28/15,0.37,1,314
6093401,3BR Dupont / Kalorama Apt.,1768039,Elizabeth,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91813666,-77.04641675,Entire home/apt,250,2,1,5/5/15,0.2,2,139
7715486,Dupont Adams Morgan Wonderful Grace,39742620,Arlene,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91784085,-77.04394408,Entire home/apt,199,1,0,,,4,345
1789722,Large Zen boutique in historic 1 BR,9391057,Jenny,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92126977,-77.03688146,Entire home/apt,129,2,118,9/17/15,4.96,1,332
842413,Dupont Circle Bright and Spacious,4398098,Whitney,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91890907,-77.04508769,Entire home/apt,99,6,16,10/22/14,0.78,1,275
6462136,2br/1bath basement in Adams Morgan,33747834,Goksel,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92413664,-77.04158331,Entire home/apt,128,1,9,8/11/15,2.03,1,111
4120340,Perfect Kalorama Apartment!,5621792,Vanessa,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91748943,-77.04952208,Entire home/apt,210,2,5,6/28/15,0.42,2,147
6184481,"Huge 1BR, Adams Morgan/16th St NW",15857963,Dale,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92331553,-77.03809928,Entire home/apt,119,3,1,9/22/15,1,1,72
6101774,Sunny studio with beautiful view!,6063147,Leo,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92685667,-77.03757445,Entire home/apt,95,1,2,7/5/15,0.44,1,139
392897,Adams Morgan Movie Lovers' Studio,406283,David,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92383791,-77.03857956,Entire home/apt,120,2,108,9/17/15,2.57,1,349
875697,Spacious studio near Adams Morgan,4617997,Leo,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92660133,-77.03864833,Entire home/apt,90,2,18,9/21/15,0.65,1,275
3890476,Cozy one-bedroom with rooftop view,948836,Rebecca,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92040051,-77.03841906,Entire home/apt,115,2,4,6/10/15,0.44,1,275
32087,American Guest House ,138459,L,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9171217,-77.04631373,Private room,160,2,12,7/6/15,0.24,1,321
7896911,Crash on my couch!,12895831,Ryan,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91679937,-77.0424461,Shared room,25,1,1,8/18/15,0.64,1,22
1646405,Sofa Bed for 2 in lg one bdrm aprt.,4086380,Ruth,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92479102,-77.04291306,Shared room,70,3,57,9/18/15,2.39,1,362
6152134,"Bright, Beautiful Space in Dupont",24157565,Diana,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91707108,-77.04545213,Entire home/apt,175,1,5,9/23/15,1.05,1,353
8552398,1 Bedroom in Central Adams Morgan,11111060,Bb,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92295093,-77.04343597,Entire home/apt,101,1,0,,,2,365
8151174,Loft/Futon/1Bath - Kalorama Park,43012756,David,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92309433,-77.04699019,Shared room,85,1,0,,,3,90
2274295,Charming 1BD/1BH DC Apt,3914691,Jon,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91600462,-77.05006304,Entire home/apt,170,3,49,8/29/15,2.59,1,19
7713639,Dupont Adams Morgan Chic Haven,39742620,Arlene,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91750234,-77.04253953,Entire home/apt,159,1,0,,,4,345
5386788,NYC-Style Loft in Heart of DC,4881164,Whitney,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9217689,-77.03828511,Entire home/apt,200,1,6,9/30/15,1.13,1,33
7910685,1BR library style condo AdamsMorgan,41676006,Margret,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92209396,-77.04435218,Entire home/apt,139,2,0,,,1,151
6431931,Quiet oasis in the heart of Admo,9335473,Emiliano,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91853612,-77.04210361,Entire home/apt,275,1,11,9/18/15,2.95,1,356
3280690, Taft Bridge Inn Rm w/ Private Bath,2334290,Taft Bridge Inn,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91773584,-77.04654563,Private room,159,1,1,6/18/14,0.06,4,288
5395890,Beautiful Apt w/ Private Roof Decks,27970796,George,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92126443,-77.04157438,Entire home/apt,97,3,2,6/19/15,0.33,1,199
7698423,Beautiful 1BR in Most Lively Area,4196122,Sarah,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91647711,-77.04300355,Entire home/apt,110,1,1,9/21/15,1,1,47
2551952,Fall in DC!! Great Apt- Super Host!,11392153,Zack,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92269466,-77.0414277,Entire home/apt,169,3,34,9/25/15,1.85,2,74
6626224,Charming private suite with parking,7991536,Imran,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9248098,-77.04152505,Private room,100,1,3,8/15/15,0.75,1,68
1641184,Peaceful Oasis Near U St/Dupont,8713526,Rae,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91983203,-77.0392965,Private room,99,3,22,8/15/15,0.91,2,340
8437269,9-22 to 9-24 Adams Morgan Room,36715771,Josh,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92573891,-77.04301116,Private room,225,1,0,,,1,365
889302,Chic Sanctuary in the Capital,4717941,Joe,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91726914,-77.04666317,Shared room,80,1,68,8/28/15,2.07,1,362
5428765,Private Room Available,24126631,Jonathan,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91844917,-77.04339227,Private room,110,1,10,8/21/15,1.82,2,358
6100509,Centrally located private bedroom,1234693,Mouhamad,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91846465,-77.04304558,Private room,95,2,11,9/13/15,2.08,1,158
5589,Cozy 1br in Adams Morgan,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.919327,-77.04123783,Entire home/apt,95,2,46,6/29/15,0.63,2,361
